"Region","IncidentNumber","Date","Time","Location","Duration","AttendingStations","Result"
"North","F3946075","30/03/2024","19:45:35","WHAKAMARAMA WESTERN BAY OF PLENTY DISTRICT",NA,"Omokoroa, Katikati","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC)"
"North","F3946082","30/03/2024","19:57:57","TAUPIRI WAIKATO DISTRICT",NA,"Ngaruawahia","1300: VEGETATION FIRE (VEG)"
"North","F3946086","30/03/2024","20:06:05","PUKEKOHE AUCKLAND",NA,"Pukekohe","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3946089","30/03/2024","20:14:11","WHENUAPAI AUCKLAND",NA,"West Harbour","1300: VEGETATION FIRE (VEG)"
"North","F3946101","30/03/2024","20:59:49","HENDERSON AUCKLAND",NA,"Henderson","7100: FALSE ALARM (SPRNKLR)"
"North","F3946104","30/03/2024","21:03:49","MANGERE BRIDGE AUCKLAND",NA,"Mangere, Onehunga, Mount Roskill","7100: FALSE ALARM (STRU)"
"North","F3946107","30/03/2024","21:12:46","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Parnell, Grey Lynn","7100: FALSE ALARM (SPRNKLR)"
"North","F3946114","30/03/2024","21:38:27","AUCKLAND AIRPORT AUCKLAND",NA,"Papatoetoe, Mangere, Onehunga","7100: FALSE ALARM (STRU)"
"North","F3946116","30/03/2024","21:43:24","MATAMATA MATAMATA-PIAKO DISTRICT",NA,"Matamata","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)"
"North","F3946117","30/03/2024","21:44:13","KAWAKAWA FAR NORTH DISTRICT",NA,"Kawakawa","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3946118","30/03/2024","21:48:52","DARGAVILLE KAIPARA DISTRICT",NA,"Dargaville","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3946120","30/03/2024","21:54:45","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Parnell","7100: FALSE ALARM (SPRNKLR)"
"North","F3946123","30/03/2024","22:10:39","NEWMARKET AUCKLAND",NA,"Parnell, Auckland City, Remuera","7100: FALSE ALARM (STRU)"
"North","F3946127","30/03/2024","22:33:04","PAUANUI THAMES-COROMANDEL DISTRICT",NA,"Pauanui","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"North","F3946135","30/03/2024","23:23:54","WAITAHANUI TAUPO DISTRICT",NA,"Taupo","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3946144","30/03/2024","23:54:19","ST HELIERS AUCKLAND",NA,"Saint Heliers","7100: FALSE ALARM (MIN)"
"North","F3945642","30/03/2024","00:20:25","ONEKAWA NAPIER CITY",NA,"Napier","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3945644","30/03/2024","00:22:30","WHANGANUI EAST WHANGANUI DISTRICT",NA,"Whanganui","7100: FALSE ALARM (HAZGAS)"
"North","F3945655","30/03/2024","01:12:26","TAWHERO WHANGANUI DISTRICT",NA,"Whanganui","7100: FALSE ALARM (STRU)"
"North","F3945656","30/03/2024","01:27:54","WAINUIOMATA LOWER HUTT CITY",NA,"Wainuiomata","7100: FALSE ALARM (STRU)"
"North","F3945666","30/03/2024","02:36:49","WHANGANUI WHANGANUI DISTRICT",NA,"Whanganui","1300: VEGETATION FIRE (VEG)"
"North","F3945677","30/03/2024","04:00:34","WHANGANUI WHANGANUI DISTRICT",NA,"Whanganui","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3945700","30/03/2024","06:44:31","OTAKI KAPITI COAST DISTRICT",NA,"Otaki","1100: STRUCTURE FIRE (STRU)"
"North","F3945715","30/03/2024","07:40:06","KARORI WELLINGTON CITY",NA,"Karori","7100: FALSE ALARM (MIN)"
"North","F3945747","30/03/2024","08:46:48","TAITA LOWER HUTT CITY",NA,"Johnsonville","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (EXERCISE)"
"North","F3945750","30/03/2024","09:01:36","BURGESS PARK NEW PLYMOUTH DISTRICT",NA,"New Plymouth","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945760","30/03/2024","09:25:02","FRANKLEIGH PARK NEW PLYMOUTH DISTRICT",NA,"New Plymouth","1100: STRUCTURE FIRE (MIN)"
"North","F3945788","30/03/2024","10:04:09","AWAPUNI PALMERSTON NORTH CITY",NA,"Palmerston North, Milson","7100: FALSE ALARM (HAZ)"
"North","F3945792","30/03/2024","10:09:01","HUTT CENTRAL LOWER HUTT CITY",NA,"Seaview","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945797","30/03/2024","10:36:27","HUTT CENTRAL LOWER HUTT CITY",NA,"Seaview, Avalon","7100: FALSE ALARM (STRU)"
"North","F3945809","30/03/2024","11:04:04","AWAPUNI PALMERSTON NORTH CITY",NA,"Palmerston North","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3945820","30/03/2024","11:22:06","WHANGANUI EAST WHANGANUI DISTRICT",NA,"Whanganui","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"North","F3945822","30/03/2024","11:23:04","HIMATANGI BEACH MANAWATU DISTRICT",NA,"Himatangi Beach","1300: VEGETATION FIRE (MIN)"
"North","F3945829","30/03/2024","11:34:21","MOUNT VICTORIA WELLINGTON CITY",NA,"Wellington City, Newtown, Brooklyn","7100: FALSE ALARM (STRU)"
"North","F3945862","30/03/2024","12:31:48","JOHNSONVILLE WELLINGTON CITY",NA,"Thorndon","7100: FALSE ALARM (MIN)"
"North","F3945875","30/03/2024","12:50:24","NAENAE LOWER HUTT CITY",NA,"Avalon","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3945885","30/03/2024","13:04:32","TE ARO WELLINGTON CITY",NA,"Wellington City, Newtown, Brooklyn","7100: FALSE ALARM (STRU)"
"North","F3945899","30/03/2024","13:23:35","WAREA SOUTH TARANAKI DISTRICT",NA,"Okato","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3945901","30/03/2024","13:27:03","NAPIER SOUTH NAPIER CITY",NA,"Napier","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3945910","30/03/2024","13:36:35","PIPITEA WELLINGTON CITY",NA,"Thorndon, Wellington City","7100: FALSE ALARM (SPRNKLR)"
"North","F3945911","30/03/2024","13:38:18","MATAWAI GISBORNE DISTRICT",NA,"Matawai","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3945922","30/03/2024","14:14:36","TRENTHAM UPPER HUTT CITY",NA,"Trentham, Remutaka","7100: FALSE ALARM (STRU)"
"North","F3945924","30/03/2024","14:21:05","TAIHAPE RANGITIKEI DISTRICT",NA,"Taihape","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"North","F3945956","30/03/2024","15:25:07","NEWTOWN WELLINGTON CITY",NA,"Newtown","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3945957","30/03/2024","15:27:25","HIGHBURY PALMERSTON NORTH CITY",NA,"Palmerston North","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3946008","30/03/2024","17:15:12","CHELTENHAM MANAWATU DISTRICT",NA,"Feilding","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3946012","30/03/2024","17:19:27","BULLS RANGITIKEI DISTRICT",NA,"Bulls","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3946013","30/03/2024","17:19:50","ONEKAWA NAPIER CITY",NA,"Napier","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"North","F3946016","30/03/2024","17:32:07","RAUKAWA HASTINGS DISTRICT",NA,"Hastings","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3946026","30/03/2024","17:56:08","NEW PLYMOUTH NEW PLYMOUTH DISTRICT",NA,"New Plymouth","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3946029","30/03/2024","18:01:27","TAITA LOWER HUTT CITY",NA,"Avalon","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3946039","30/03/2024","18:24:30","RONGOTEA MANAWATU DISTRICT",NA,"Rongotea, Palmerston North","1100: STRUCTURE FIRE (STRU)"
"North","F3946045","30/03/2024","18:44:28","WAINUIOMATA LOWER HUTT CITY",NA,"Wainuiomata","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"North","F3946054","30/03/2024","19:01:28","EPUNI LOWER HUTT CITY",NA,"Avalon","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3946064","30/03/2024","19:16:08","TAWA WELLINGTON CITY",NA,"Porirua, Tawa","7100: FALSE ALARM (STRU)"
"North","F3946076","30/03/2024","19:45:37","BRUNSWICK WHANGANUI DISTRICT",NA,"Whanganui","1500: MISCELLANEOUS FIRE (VEG)"
"North","F3946077","30/03/2024","19:46:45","LEVIN HOROWHENUA DISTRICT",NA,"Levin","7100: FALSE ALARM (MIN)"
"North","F3946088","30/03/2024","20:11:31","TE ARO WELLINGTON CITY",NA,"Wellington City, Thorndon, Brooklyn","1100: STRUCTURE FIRE (SPRNKLR)"
"North","F3946094","30/03/2024","20:32:58","CARTERTON CARTERTON DISTRICT",NA,"Carterton","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3946096","30/03/2024","20:43:52","TURITEA PALMERSTON NORTH CITY",NA,"Palmerston North","7100: FALSE ALARM (STRU)"
"North","F3946102","30/03/2024","20:59:02","LANSDOWNE MASTERTON DISTRICT",NA,"Masterton","1300: VEGETATION FIRE (VEG)"
"North","F3946103","30/03/2024","21:01:41","TE ARO WELLINGTON CITY",NA,"Wellington City, Brooklyn","7100: FALSE ALARM (SPRNKLR)"
"North","F3946111","30/03/2024","21:19:13","WEST END PALMERSTON NORTH CITY",NA,"Palmerston North","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3946119","30/03/2024","21:51:41","FOXTON HOROWHENUA DISTRICT",NA,"Foxton","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3946124","30/03/2024","22:24:51","SEATOUN WELLINGTON CITY",NA,"Kilbirnie","7100: FALSE ALARM (MIN)"
"North","F3946132","30/03/2024","22:56:21","TUKI TUKI HASTINGS DISTRICT",NA,"Haumoana","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3946133","30/03/2024","23:04:29","WESTOWN NEW PLYMOUTH DISTRICT",NA,"New Plymouth","1100: STRUCTURE FIRE (STRU)"
"North","F3946139","30/03/2024","23:30:03","MOUNT COOK WELLINGTON CITY",NA,"Brooklyn, Wellington City, Newtown","1500: MISCELLANEOUS FIRE (STRU)"
"North","F3946142","30/03/2024","23:39:45","RIVERSDALE BEACH MASTERTON DISTRICT",NA,"Masterton","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945646","30/03/2024","00:28:11","DUNEDIN CENTRAL DUNEDIN CITY",NA,"Dunedin, Roslyn, Willowbank","7100: FALSE ALARM (STRU)"
"North","F3945651","30/03/2024","00:57:11","CHRISTCHURCH CENTRAL CHRISTCHURCH CITY",NA,"Christchurch City","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3945653","30/03/2024","01:01:48","LINWOOD CHRISTCHURCH CITY",NA,"Christchurch City, Anzac","1100: STRUCTURE FIRE (STRU)"
"North","F3945661","30/03/2024","02:01:45","RAKAIA ASHBURTON DISTRICT",NA,"Rakaia","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"North","F3945665","30/03/2024","02:23:46","ARANUI CHRISTCHURCH CITY",NA,"Anzac","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3945668","30/03/2024","03:01:41","NORTH DUNEDIN DUNEDIN CITY",NA,"Dunedin, Willowbank, Roslyn","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (SPRNKLR)"
"North","F3945676","30/03/2024","03:59:21","UPPER RICCARTON CHRISTCHURCH CITY",NA,"Ilam","7100: FALSE ALARM (SPRNKLR)"
"North","F3945680","30/03/2024","04:11:41","NORTH EAST VALLEY DUNEDIN CITY",NA,"Willowbank","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3945683","30/03/2024","04:29:31","BECKENHAM CHRISTCHURCH CITY",NA,"Spreydon","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945698","30/03/2024","06:19:29","TUAMARINA MARLBOROUGH DISTRICT",NA,"Blenheim, Rarangi, Renwick, Blenheim VRFF","1100: STRUCTURE FIRE (STRU)"
"North","F3945727","30/03/2024","08:08:13","YALDHURST CHRISTCHURCH CITY",NA,"Wigram","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945731","30/03/2024","08:16:15","AKAROA CHRISTCHURCH CITY",NA,"Akaroa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"North","F3945743","30/03/2024","08:40:39","SHIRLEY CHRISTCHURCH CITY",NA,"Christchurch City, Redwood","7100: FALSE ALARM (STRU)"
"North","F3945748","30/03/2024","08:49:04","CHRISTCHURCH CENTRAL CHRISTCHURCH CITY",NA,"Christchurch City, Spreydon","7100: FALSE ALARM (STRU)"
"North","F3945764","30/03/2024","09:30:46","HUNTSBURY CHRISTCHURCH CITY",NA,"Woolston, Christchurch City","1100: STRUCTURE FIRE (STRU)"
"North","F3945765","30/03/2024","09:30:42","BURNSIDE CHRISTCHURCH CITY",NA,"Ilam","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"North","F3945800","30/03/2024","10:39:18","ROLLESTON SELWYN DISTRICT",NA,"Rolleston","1300: VEGETATION FIRE (VEG)"
"North","F3945818","30/03/2024","11:16:23","FERNSIDE WAIMAKARIRI DISTRICT",NA,"Rangiora","1100: STRUCTURE FIRE (MIN)"
"North","F3945841","30/03/2024","11:49:38","CHRISTCHURCH CENTRAL CHRISTCHURCH CITY",NA,"Christchurch City, Spreydon","7100: FALSE ALARM (SPRNKLR)"
"North","F3945847","30/03/2024","12:00:08","TEMPLETON CHRISTCHURCH CITY",NA,"Wigram, Ilam","7100: FALSE ALARM (SPRNKLR)"
"North","F3945853","30/03/2024","12:03:32","KERR BAY TASMAN DISTRICT",NA,"Lake Rotoiti","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3945855","30/03/2024","12:09:32","MAKAREAO WAITAKI DISTRICT",NA,"Palmerston","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945856","30/03/2024","12:14:01","FENDALTON CHRISTCHURCH CITY",NA,"Christchurch City","7100: FALSE ALARM (STRU)"
"North","F3945860","30/03/2024","12:29:48","MAYFIELD ASHBURTON DISTRICT",NA,"Ashburton, Mayfield","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945878","30/03/2024","12:56:11","TEMPLETON CHRISTCHURCH CITY",NA,"Wigram, Rolleston","7100: FALSE ALARM (STRU)"
"North","F3945889","30/03/2024","13:12:57","ARANUI CHRISTCHURCH CITY",NA,"Anzac","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"North","F3945893","30/03/2024","13:16:08","GLENAVY WAIMATE DISTRICT",NA,"Glenavy, Waimate","1300: VEGETATION FIRE (VEG)"
"North","F3945897","30/03/2024","13:20:25","BLENHEIM MARLBOROUGH DISTRICT",NA,"Blenheim","7100: FALSE ALARM (MIN)"
"North","F3945900","30/03/2024","13:25:24","REDWOODTOWN MARLBOROUGH DISTRICT",NA,"Blenheim","1100: STRUCTURE FIRE (STRU)"
"North","F3945907","30/03/2024","13:30:13","PUKAKI MACKENZIE DISTRICT",NA,"Twizel, Twizel VRFF, Lake Tekapo","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3945918","30/03/2024","13:55:07","AVENAL INVERCARGILL CITY",NA,"Invercargill","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3945920","30/03/2024","13:59:59","CHAIN HILLS DUNEDIN CITY",NA,"Mosgiel","1300: VEGETATION FIRE (MIN)"
"North","F3945926","30/03/2024","14:26:31","BELFAST CHRISTCHURCH CITY",NA,"Redwood","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"North","F3945934","30/03/2024","14:41:05","TWIZEL MACKENZIE DISTRICT",NA,"Omarama","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"North","F3945939","30/03/2024","14:53:55","CATTLE FLAT QUEENSTOWN-LAKES DISTRICT",NA,"Wanaka","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3945944","30/03/2024","15:04:49","CHRISTCHURCH AIRPORT CHRISTCHURCH CITY",NA,"Christchurch Airport, Ilam, Wigram","7100: FALSE ALARM (STRU)"
"North","F3945945","30/03/2024","15:04:06","PUKAKI MACKENZIE DISTRICT",NA,"Twizel, Twizel VRFF","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3945963","30/03/2024","15:42:56","GLENDHU BAY QUEENSTOWN-LAKES DISTRICT",NA,"Wanaka","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3945965","30/03/2024","15:48:07","RIWAKA TASMAN DISTRICT",NA,"Motueka, Tasman","1300: VEGETATION FIRE (VEG)"
"North","F3945970","30/03/2024","15:58:04","NEW HAVEN CLUTHA DISTRICT",NA,"Kaka Point, Owaka","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"North","F3945973","30/03/2024","16:02:37","TE ANAU SOUTHLAND DISTRICT",NA,"Te Anau","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3945979","30/03/2024","16:10:01","TE ANAU SOUTHLAND DISTRICT",NA,"Te Anau, Manapouri","7100: FALSE ALARM (STRU)"
"North","F3945994","30/03/2024","16:44:36","FAIRLIE MACKENZIE DISTRICT",NA,"Fairlie","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"North","F3946001","30/03/2024","16:58:21","ARANUI CHRISTCHURCH CITY",NA,"Anzac","1300: VEGETATION FIRE (VEG)"
"North","F3946005","30/03/2024","17:03:59","DUNEDIN CENTRAL DUNEDIN CITY",NA,"Dunedin, Willowbank, Roslyn","1100: STRUCTURE FIRE (STRU)"
"North","F3946006","30/03/2024","17:06:33","PICTON MARLBOROUGH DISTRICT",NA,"Picton","7100: FALSE ALARM (STRU)"
"North","F3946032","30/03/2024","18:03:37","WASHINGTON VALLEY NELSON CITY",NA,"Nelson","1500: MISCELLANEOUS FIRE (STRU)"
"North","F3946033","30/03/2024","18:06:13","SUMNER CHRISTCHURCH CITY",NA,"Sumner","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (MVC)"
"North","F3946036","30/03/2024","18:15:56","ARROWTOWN QUEENSTOWN-LAKES DISTRICT",NA,"Arrowtown","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"North","F3946071","30/03/2024","19:39:56","OHAI SOUTHLAND DISTRICT",NA,"Ohai","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"North","F3946085","30/03/2024","20:07:28","NORTH DUNEDIN DUNEDIN CITY",NA,"Dunedin","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3946087","30/03/2024","20:08:56","ARROWTOWN QUEENSTOWN-LAKES DISTRICT",NA,"Arrowtown","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3946091","30/03/2024","20:19:02","WHATAROA WESTLAND DISTRICT",NA,"Whataroa","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3946109","30/03/2024","21:13:16","COLAC BAY SOUTHLAND DISTRICT",NA,"Riverton","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3946112","30/03/2024","21:22:21","MAORI HILL DUNEDIN CITY",NA,"Roslyn","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3946115","30/03/2024","21:41:43","ALLENTON ASHBURTON DISTRICT",NA,"Ashburton","7100: FALSE ALARM (STRU)"
"North","F3946121","30/03/2024","21:55:25","LAUDER CENTRAL OTAGO DISTRICT",NA,"Omakau","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"North","F3946137","30/03/2024","23:25:10","CHEVIOT HURUNUI DISTRICT",NA,"Cheviot","7100: FALSE ALARM (MIN)"
"North","F3946143","30/03/2024","23:41:45","LINWOOD CHRISTCHURCH CITY",NA,"Anzac, Christchurch City","7100: FALSE ALARM (STRU)"
"North","F3946145","30/03/2024","23:55:18","KAIAPOI WAIMAKARIRI DISTRICT",NA,"Kaiapoi","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945209","29/03/2024","00:00:48","FRANKTON HAMILTON CITY",NA,"Hamilton","7100: FALSE ALARM (VEG)"
"North","F3945210","29/03/2024","00:02:32","MOUNT MAUNGANUI TAURANGA CITY",NA,"Mount Maunganui, Tauranga","7100: FALSE ALARM (STRU)"
"North","F3945211","29/03/2024","00:03:28","RANGIURU WESTERN BAY OF PLENTY DISTRICT",NA,"Te Puke, Maketu","7100: FALSE ALARM (STRU)"
"North","F3945213","29/03/2024","00:25:43","BRYNDERWYN KAIPARA DISTRICT",NA,"Maungaturoto","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3945214","29/03/2024","00:34:55","GREEN BAY AUCKLAND",NA,"Titirangi, Glen Eden, Auckland City","1100: STRUCTURE FIRE (STRU)"
"North","F3945215","29/03/2024","00:38:08","TAKANINI AUCKLAND",NA,"Manurewa, Papakura","1100: STRUCTURE FIRE (STRU)"
"North","F3945217","29/03/2024","01:00:29","HILLCREST ROTORUA DISTRICT",NA,"Rotorua","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3945218","29/03/2024","01:14:31","CLAUDELANDS HAMILTON CITY",NA,"Chartwell","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"North","F3945219","29/03/2024","01:33:07","MANUREWA AUCKLAND",NA,"Manurewa, Papatoetoe","7100: FALSE ALARM (STRU)"
"North","F3945220","29/03/2024","02:29:25","AHIPARA FAR NORTH DISTRICT",NA,"Ahipara, Kaitaia","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC)"
"North","F3945222","29/03/2024","02:45:53","WHENUAPAI AUCKLAND",NA,"West Harbour","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (STRU)"
"North","F3945224","29/03/2024","03:04:50","ONEHUNGA AUCKLAND",NA,"Onehunga","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3945230","29/03/2024","03:53:03","FAVONA AUCKLAND",NA,"Mangere","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945232","29/03/2024","04:13:45","RANGIURU WESTERN BAY OF PLENTY DISTRICT",NA,"Te Puke","7100: FALSE ALARM (STRU)"
"North","F3945234","29/03/2024","04:39:11","OREWA AUCKLAND",NA,"Silverdale","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3945236","29/03/2024","04:56:03","FLAT BUSH AUCKLAND",NA,"Otara","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945237","29/03/2024","04:59:31","OTAHUHU AUCKLAND",NA,"Otahuhu","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945239","29/03/2024","05:09:00","TE ATATU PENINSULA AUCKLAND",NA,"Te Atatu, West Harbour","1500: MISCELLANEOUS FIRE (STRU)"
"North","F3945241","29/03/2024","05:10:36","WHAKATANE WHAKATANE DISTRICT",NA,"Whakatane","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945245","29/03/2024","05:27:08","TAIRUA THAMES-COROMANDEL DISTRICT",NA,"Tairua","1200: MOBILE PROPERTY FIRE (MIN)"
"North","F3945248","29/03/2024","05:48:22","GRAFTON AUCKLAND",NA,"Auckland City","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"North","F3945251","29/03/2024","06:03:35","PAPAMOA BEACH TAURANGA CITY",NA,"Papamoa","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"North","F3945256","29/03/2024","06:28:09","HENDERSON AUCKLAND",NA,"Henderson","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945268","29/03/2024","07:13:01","PAPAKURA AUCKLAND",NA,"Papakura","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"North","F3945269","29/03/2024","07:15:51","HELENSVILLE AUCKLAND",NA,"Helensville","1500: MISCELLANEOUS FIRE (MIN)"
"North","F3945289","29/03/2024","08:09:14","HUNTLY WAIKATO DISTRICT",NA,"Huntly","3100: RESCUE,EMERGENCY,MEDICAL CALL (RESC)"
"North","F3945290","29/03/2024","08:09:46","GLENFIELD AUCKLAND",NA,"Takapuna, Birkenhead","7100: FALSE ALARM (STRU)"
"North","F3945296","29/03/2024","08:24:14","HOROTIU HAMILTON CITY",NA,"Te Rapa, Chartwell, Hamilton","7100: FALSE ALARM (STRU)"
"North","F3945314","29/03/2024","08:56:54","TE ATATU PENINSULA AUCKLAND",NA,"Te Atatu, West Harbour","7100: FALSE ALARM (STRU)"
"North","F3945315","29/03/2024","09:01:09","FLAT BUSH AUCKLAND",NA,"Otara, Papatoetoe","7100: FALSE ALARM (STRU)"
"North","F3945317","29/03/2024","09:03:13","WARKWORTH AUCKLAND",NA,"Warkworth","7100: FALSE ALARM (MIN)"
"North","F3945318","29/03/2024","09:05:41","MANGERE AUCKLAND",NA,"Mangere","7100: FALSE ALARM (STRU)"
"North","F3945320","29/03/2024","09:08:44","AUCKLAND CENTRAL AUCKLAND",NA,"Parnell, Auckland City, Remuera","3100: RESCUE,EMERGENCY,MEDICAL CALL (STRU)"
"North","F3945325","29/03/2024","09:15:35","WESTMERE AUCKLAND",NA,"Grey Lynn, Avondale","7100: FALSE ALARM (STRU)"
"North","F3945341","29/03/2024","09:40:20","TUAKAU WAIKATO DISTRICT",NA,"Tuakau","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945353","29/03/2024","09:54:37","MOUNT EDEN AUCKLAND",NA,"Grey Lynn, Auckland City","7100: FALSE ALARM (STRU)"
"North","F3945362","29/03/2024","10:09:20","PARUA BAY WHANGAREI DISTRICT",NA,"Whangarei Heads","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"North","F3945376","29/03/2024","10:40:50","PENROSE AUCKLAND",NA,"Onehunga, Ellerslie","7100: FALSE ALARM (SPRNKLR)"
"North","F3945377","29/03/2024","10:48:11","ALBANY AUCKLAND",NA,"Albany, East Coast Bays","7100: FALSE ALARM (STRU)"
"North","F3945384","29/03/2024","11:00:28","PYES PA TAURANGA CITY",NA,"Greerton","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945391","29/03/2024","11:10:36","MANGERE AUCKLAND",NA,"Mangere","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"North","F3945395","29/03/2024","11:10:38","PUKETOTARA OTOROHANGA DISTRICT",NA,"Pirongia, Otorohanga","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"North","F3945398","29/03/2024","11:17:34","KAITAIA FAR NORTH DISTRICT",NA,"Kaitaia","7100: FALSE ALARM (STRU)"
"North","F3945409","29/03/2024","11:52:47","TE TEKO WHAKATANE DISTRICT",NA,"Edgecumbe","7100: FALSE ALARM (MIN)"
"North","F3945418","29/03/2024","12:11:29","PUKEKOHE AUCKLAND",NA,"Pukekohe","7100: FALSE ALARM (SPRNKLR)"
